DEV001,SND003,100,2020-11-06 2:13:53 PM
DEV001,SND001,150,2020-11-06 2:13:53 PM
DEV001,SND002,100,2020-11-06 2:13:53 PM
DEV001,SND014,370,2020-11-06 2:13:53 PM
DEV001,SND006,20,2020-11-06 2:13:53 PM
DEV001,SND004,400,2020-11-06 2:13:53 PM
DEV001,SND005,10,2020-11-06 2:13:53 PM
DEV001,SND015,100,2020-11-06 2:13:53 PM
DEV001,SND007,56,2020-11-06 2:13:53 PM
DEV001,SND009,60,2020-11-06 2:13:53 PM
DEV001,SND008,15,2020-11-06 2:13:53 PM
DEV001,SND010,20,2020-11-06 2:13:53 PM
DEV001,SND011,150,2020-11-06 2:13:53 PM
DEV001,SND012,90,2020-11-06 2:13:53 PM
DEV001,SND013,60,2020-11-06 2:13:53 PM
