DEV001,SND003,50,2020-11-10 12:43:17 PM
DEV001,SND001,150,2020-11-10 12:43:17 PM
DEV001,SND002,100,2020-11-10 12:43:17 PM
DEV001,SND014,370,2020-11-10 12:43:17 PM
DEV001,SND006,20,2020-11-10 12:43:17 PM
DEV001,SND004,400,2020-11-10 12:43:17 PM
DEV001,SND005,168,2020-11-10 12:43:23 PM
DEV001,SND015,100,2020-11-10 12:43:26 PM
DEV001,SND007,56,2020-11-10 12:43:26 PM
DEV001,SND009,60,2020-11-10 12:43:26 PM
DEV001,SND008,15,2020-11-10 12:43:26 PM
DEV001,SND010,20,2020-11-10 12:43:26 PM
DEV001,SND011,150,2020-11-10 12:43:26 PM
DEV001,SND012,90,2020-11-10 12:43:27 PM
DEV001,SND013,60,2020-11-10 12:43:27 PM
DEV001,SND003,50,2020-11-10 12:44:05 PM
DEV001,SND001,150,2020-11-10 12:44:05 PM
DEV001,SND002,100,2020-11-10 12:44:05 PM
DEV001,SND014,370,2020-11-10 12:44:05 PM
DEV001,SND006,20,2020-11-10 12:44:06 PM
DEV001,SND004,400,2020-11-10 12:44:06 PM
DEV001,SND005,168,2020-11-10 12:44:07 PM
DEV001,SND015,100,2020-11-10 12:44:08 PM
DEV001,SND007,56,2020-11-10 12:44:08 PM
DEV001,SND009,60,2020-11-10 12:44:08 PM
DEV001,SND008,15,2020-11-10 12:44:08 PM
DEV001,SND010,20,2020-11-10 12:44:08 PM
DEV001,SND011,150,2020-11-10 12:44:08 PM
DEV001,SND012,90,2020-11-10 12:44:08 PM
DEV001,SND013,60,2020-11-10 12:44:08 PM
DEV001,SND003,50,2020-11-10 12:44:10 PM
DEV001,SND001,150,2020-11-10 12:44:10 PM
DEV001,SND002,100,2020-11-10 12:44:10 PM
DEV001,SND014,370,2020-11-10 12:44:10 PM
DEV001,SND006,20,2020-11-10 12:44:10 PM
DEV001,SND004,400,2020-11-10 12:44:10 PM
DEV001,SND005,168,2020-11-10 12:44:12 PM
DEV001,SND015,100,2020-11-10 12:44:12 PM
DEV001,SND007,56,2020-11-10 12:44:12 PM
DEV001,SND009,60,2020-11-10 12:44:12 PM
DEV001,SND008,15,2020-11-10 12:44:12 PM
DEV001,SND010,20,2020-11-10 12:44:12 PM
DEV001,SND011,150,2020-11-10 12:44:12 PM
DEV001,SND012,90,2020-11-10 12:44:13 PM
DEV001,SND013,60,2020-11-10 12:44:13 PM
DEV001,SND003,50,2020-11-10 12:44:14 PM
DEV001,SND001,150,2020-11-10 12:44:14 PM
DEV001,SND002,100,2020-11-10 12:44:14 PM
DEV001,SND014,370,2020-11-10 12:44:14 PM
DEV001,SND006,20,2020-11-10 12:44:14 PM
DEV001,SND004,400,2020-11-10 12:44:14 PM
DEV001,SND005,168,2020-11-10 12:44:14 PM
DEV001,SND015,100,2020-11-10 12:44:15 PM
DEV001,SND007,56,2020-11-10 12:44:15 PM
DEV001,SND009,60,2020-11-10 12:44:15 PM
DEV001,SND008,15,2020-11-10 12:44:15 PM
DEV001,SND010,20,2020-11-10 12:44:15 PM
DEV001,SND011,150,2020-11-10 12:44:15 PM
DEV001,SND012,90,2020-11-10 12:44:16 PM
DEV001,SND013,60,2020-11-10 12:44:16 PM
DEV001,SND003,50,2020-11-10 12:44:19 PM
DEV001,SND001,150,2020-11-10 12:44:19 PM
DEV001,SND002,100,2020-11-10 12:44:19 PM
DEV001,SND014,370,2020-11-10 12:44:19 PM
DEV001,SND006,20,2020-11-10 12:44:19 PM
DEV001,SND004,400,2020-11-10 12:44:19 PM
DEV001,SND005,168,2020-11-10 12:44:20 PM
DEV001,SND015,100,2020-11-10 12:44:20 PM
DEV001,SND007,56,2020-11-10 12:44:20 PM
DEV001,SND009,60,2020-11-10 12:44:20 PM
