DEV001,SND003,0.0,11/2/2020 1:22:42 PM
DEV001,SND010,0,11/2/2020 1:22:42 PM
DEV001,SND001,0.0,11/2/2020 1:22:42 PM
DEV001,SND011,0,11/2/2020 1:22:43 PM
DEV001,SND002,0.0,11/2/2020 1:22:43 PM
DEV001,SND012,27.5,11/2/2020 1:22:43 PM
DEV001,SND013,0.118277,11/2/2020 1:22:43 PM
DEV001,SND014,0.0,11/2/2020 1:22:43 PM
DEV001,SND006,0.0,11/2/2020 1:22:44 PM
DEV001,SND004,0.0,11/2/2020 1:22:44 PM
DEV001,SND003,0.0,11/2/2020 1:22:44 PM
DEV001,SND001,0.0,11/2/2020 1:22:44 PM
DEV001,SND002,0.0,11/2/2020 1:22:44 PM
DEV001,SND005,0.0,11/2/2020 1:22:44 PM
DEV001,SND015,0.0,11/2/2020 1:22:44 PM
DEV001,SND003,50,11/2/2020 1:22:44 PM
DEV001,SND007,121.5764,11/2/2020 1:22:44 PM
DEV001,SND001,150,11/2/2020 1:22:44 PM
DEV001,SND002,100,11/2/2020 1:22:45 PM
DEV001,SND014,0.0,11/2/2020 1:22:45 PM
DEV001,SND009,0,11/2/2020 1:22:45 PM
DEV001,SND014,370,11/2/2020 1:22:45 PM
DEV001,SND008,9,11/2/2020 1:22:45 PM
DEV001,SND006,0.0,11/2/2020 1:22:45 PM
DEV001,SND006,20,11/2/2020 1:22:45 PM
DEV001,SND004,0.0,11/2/2020 1:22:46 PM
DEV001,SND004,400,11/2/2020 1:22:46 PM
DEV001,SND005,168,11/2/2020 1:22:46 PM
DEV001,SND015,100,11/2/2020 1:22:46 PM
DEV001,SND007,56,11/2/2020 1:22:46 PM
DEV001,SND009,60,11/2/2020 1:22:46 PM
DEV001,SND008,15,11/2/2020 1:22:46 PM
DEV001,SND005,0.0,11/2/2020 1:22:46 PM
DEV001,SND015,0.0,11/2/2020 1:22:46 PM
DEV001,SND010,20,11/2/2020 1:22:46 PM
DEV001,SND011,150,11/2/2020 1:22:46 PM
DEV001,SND007,120.0815,11/2/2020 1:22:46 PM
DEV001,SND012,90,11/2/2020 1:22:46 PM
DEV001,SND013,60,11/2/2020 1:22:46 PM
DEV001,SND009,0,11/2/2020 1:22:47 PM
DEV001,SND008,9,11/2/2020 1:22:47 PM
DEV001,SND010,26,11/2/2020 1:22:47 PM
DEV001,SND011,36,11/2/2020 1:22:47 PM
DEV001,SND012,27.25,11/2/2020 1:22:47 PM
DEV001,SND013,0.116813,11/2/2020 1:22:47 PM
DEV001,SND003,0.0,11/2/2020 1:22:49 PM
DEV001,SND001,0.0,11/2/2020 1:22:49 PM
DEV001,SND002,0.0,11/2/2020 1:22:50 PM
DEV001,SND014,0.0,11/2/2020 1:22:50 PM
DEV001,SND006,0.0,11/2/2020 1:22:50 PM
DEV001,SND004,0.0,11/2/2020 1:22:50 PM
DEV001,SND005,0.0,11/2/2020 1:22:50 PM
DEV001,SND015,0.0,11/2/2020 1:22:51 PM
DEV001,SND007,118.6088,11/2/2020 1:22:51 PM
DEV001,SND009,0,11/2/2020 1:22:52 PM
DEV001,SND008,9,11/2/2020 1:22:52 PM
DEV001,SND010,26,11/2/2020 1:22:52 PM
DEV001,SND011,36,11/2/2020 1:22:52 PM
DEV001,SND012,27,11/2/2020 1:22:53 PM
DEV001,SND013,0.115348,11/2/2020 1:22:53 PM
DEV001,SND009,0,11/2/2020 1:22:54 PM
DEV001,SND008,9,11/2/2020 1:22:54 PM
DEV001,SND010,26,11/2/2020 1:22:55 PM
DEV001,SND003,0.0,11/2/2020 1:22:55 PM
DEV001,SND001,0.0,11/2/2020 1:22:55 PM
DEV001,SND002,0.0,11/2/2020 1:22:55 PM
DEV001,SND014,0.0,11/2/2020 1:22:55 PM
DEV001,SND009,0,11/2/2020 1:22:56 PM
DEV001,SND006,0.0,11/2/2020 1:22:56 PM
DEV001,SND008,9,11/2/2020 1:22:56 PM
DEV001,SND004,0.0,11/2/2020 1:22:56 PM
DEV001,SND005,0.0,11/2/2020 1:22:56 PM
DEV001,SND015,0.0,11/2/2020 1:22:56 PM
DEV001,SND007,117.8806,11/2/2020 1:22:56 PM
DEV001,SND011,36,11/2/2020 1:22:56 PM
DEV001,SND012,27.25,11/2/2020 1:22:56 PM
DEV001,SND013,0.135855,11/2/2020 1:22:57 PM
DEV001,SND003,0.0,11/2/2020 1:22:59 PM
DEV001,SND001,0.0,11/2/2020 1:22:59 PM
DEV001,SND002,0.0,11/2/2020 1:23:00 PM
DEV001,SND010,0,11/2/2020 1:23:00 PM
DEV001,SND014,0.0,11/2/2020 1:23:00 PM
DEV001,SND011,0,11/2/2020 1:23:00 PM
DEV001,SND006,0.0,11/2/2020 1:23:00 PM
DEV001,SND004,0.0,11/2/2020 1:23:00 PM
DEV001,SND012,27,11/2/2020 1:23:01 PM
DEV001,SND013,0.134391,11/2/2020 1:23:01 PM
DEV001,SND009,0,11/2/2020 1:23:01 PM
DEV001,SND005,0.0,11/2/2020 1:23:02 PM
DEV001,SND015,0.0,11/2/2020 1:23:02 PM
DEV001,SND008,9,11/2/2020 1:23:02 PM
DEV001,SND007,117.1579,11/2/2020 1:23:02 PM
DEV001,SND010,0,11/2/2020 1:23:02 PM
DEV001,SND011,0,11/2/2020 1:23:02 PM
DEV001,SND012,27.5,11/2/2020 1:23:02 PM
DEV001,SND013,0.116813,11/2/2020 1:23:02 PM
DEV001,SND009,0,11/2/2020 1:23:03 PM
DEV001,SND008,9,11/2/2020 1:23:03 PM
DEV001,SND010,0,11/2/2020 1:23:04 PM
DEV001,SND011,0,11/2/2020 1:23:04 PM
DEV001,SND012,27,11/2/2020 1:23:05 PM
DEV001,SND013,0.116813,11/2/2020 1:23:05 PM
DEV001,SND010,26,11/2/2020 1:23:06 PM
DEV001,SND011,35,11/2/2020 1:23:07 PM
DEV001,SND012,27.5,11/2/2020 1:23:07 PM
DEV001,SND013,0.116813,11/2/2020 1:23:07 PM
DEV001,SND003,0.0,11/2/2020 1:23:08 PM
DEV001,SND001,0.0,11/2/2020 1:23:08 PM
DEV001,SND002,0.0,11/2/2020 1:23:08 PM
DEV001,SND014,0.0,11/2/2020 1:23:08 PM
DEV001,SND009,0,11/2/2020 1:23:08 PM
DEV001,SND008,9,11/2/2020 1:23:09 PM
DEV001,SND006,0.0,11/2/2020 1:23:10 PM
DEV001,SND004,0.0,11/2/2020 1:23:10 PM
DEV001,SND005,0.0,11/2/2020 1:23:10 PM
DEV001,SND015,0.0,11/2/2020 1:23:10 PM
