DEV001,SND003,50,2020-10-30 4:19:55 PM
DEV001,SND001,150,2020-10-30 4:19:55 PM
DEV001,SND002,100,2020-10-30 4:19:55 PM
DEV001,SND014,370,2020-10-30 4:19:56 PM
DEV001,SND006,20,2020-10-30 4:19:56 PM
DEV001,SND004,400,2020-10-30 4:19:59 PM
DEV001,SND005,168,2020-10-30 4:20:00 PM
DEV001,SND015,100,2020-10-30 4:20:00 PM
DEV001,SND007,56,2020-10-30 4:20:00 PM
DEV001,SND009,60,2020-10-30 4:20:00 PM
DEV001,SND008,15,2020-10-30 4:20:00 PM
DEV001,SND010,20,2020-10-30 4:20:00 PM
DEV001,SND011,150,2020-10-30 4:20:00 PM
DEV001,SND012,90,2020-10-30 4:20:00 PM
DEV001,SND013,60,2020-10-30 4:20:00 PM
